Name	Name_id	Type	Review	N_review	Phone
Kori	kori-new-york	korean	4.0	411	+12123340908
Good Century Cafe	good-century-cafe-new-york	bakeries	4.0	25	+12123341313
Bassanova Ramen	bassanova-ramen-new-york	ramen	3.5	598	+12123342100
Bottega Falai	bottega-falai-new-york	bakeries	3.5	72	+12123343132
Sing Wok Chinese Restaurant	sing-wok-chinese-restaurant-bronx	chinese	4.0	1	+17188828530
Sweet Mango	sweet-mango-jamaica-2	bubbletea	3.5	21	+17188831688
Golden Gate Restaurant	golden-gate-restaurant-bronx	chinese	1.0	2	+17188840077
Novelty Nachos	novelty-nachos-bronx	tex-mex	4.0	24	+17188840130
Bella Notte Pizzeria	bella-notte-pizzeria-bronx	pizza	4.0	60	+17188841666
Ya Mei Chinese Restaurant	ya-mei-chinese-restaurant-bronx	chinese	1.5	7	+17188843999
Nona's Pizza	nonas-pizza-bronx	italian	4.0	36	+17188844404
Tin Marin	tin-marin-bronx	tapasmallplates	3.5	167	+17188844800
Patrizia's of Woodlawn	patrizias-of-woodlawn-bronx	italian	3.5	71	+17188845700
Riverdale Diner	riverdale-diner-bronx	diners	3.0	198	+17188846050
Foo Hing Kitchen	foo-hing-kitchen-bronx	chinese	3.5	5	+17188846267
Blue Bay Restaurant	blue-bay-restaurant-bronx	diners	2.5	55	+17188846476
Aoyu Sushi	aoyu-sushi-bronx	japanese	4.5	146	+17188846633
An Beal Bocht Cafe	an-beal-bocht-cafe-bronx	irish	4.0	101	+17188847127
Lucky Star	lucky-star-bronx	chinese	1.0	1	+17188847188
The Punch Bowl	the-punch-bowl-bronx	divebars	4.0	18	+17188847322
Pioneer Chinese Restaurant	pioneer-chinese-restaurant-bronx	chinese	3.5	3	+17188848885
Planet Wings	planet-wings-bronx-3	hotdogs	2.0	30	+17188849464
Sea Shore Restaurant & Marina	sea-shore-restaurant-and-marina-bronx	seafood	3.0	184	+17188850300
Ohana	ohana-bronx	japanese	3.5	83	+17188850700
Sammy's Fish Box	sammys-fish-box-bronx-2	seafood	3.0	417	+17188850920
City Island Delicatessan	city-island-delicatessan-bronx	delis	0.0	0	+17188851083
Turtle Cove Golf Center	turtle-cove-golf-center-pelham-bay-park	golf	3.5	22	+17188851129
Portofino Restaurant	portofino-restaurant-bronx	italian	3.5	125	+17188851220
Pelham Bay & Split Rock Golf Courses	pelham-bay-and-split-rock-golf-courses-bronx	golf	3.0	39	+17188851258
Papa John's Deli	papa-johns-deli-bronx	delis	4.5	5	+17188851263
Tony's Pier Restaurant	tonys-pier-restaurant-bronx	seafood	3.5	105	+17188851424
City Island Lobster House	city-island-lobster-house-bronx-2	seafood	3.5	287	+17188851459
Bistro SK	bistro-sk-bronx	french	4.5	81	+17188851670
The Original Crab Shanty Restaurant	the-original-crab-shanty-restaurant-bronx	seafood	3.5	492	+17188851810
Ale House City Island	ale-house-city-island-new-york	bars	3.5	28	+17188851813
Lobster Box Restaurant	lobster-box-restaurant-bronx-3	seafood	3.0	97	+17188851952
Johnny's Reef Restaurant	johnnys-reef-restaurant-bronx	seafood	4.0	290	+17188852086
City Island Yacht Club	city-island-yacht-club-bronx	southafrican	5.0	4	+17188852487
Dunkin' Donuts	dunkin-donuts-bronx-72	donuts	3.0	4	+17188853057
Sammy's Shrimp Box Restaurant	sammys-shrimp-box-restaurant-bronx	seafood	3.0	154	+17188853200
J P's Restaurant	j-ps-restaurant-bronx	seafood	3.5	11	+17188853364
Seafood City	seafood-city-bronx	seafood	3.0	154	+17188853600
The Black Whale	the-black-whale-bronx	newamerican	3.5	129	+17188853657
City Island Chinese Restaurant	city-island-chinese-restaurant-bronx	chinese	3.0	9	+17188853775
Hill Country Barbecue Market	hill-country-barbecue-market-brooklyn	bbq	3.5	268	+17188854608
Capitol	capitol-west-bronx	african	0.0	0	+17188855723
Filomena's Pizza & Pasta	filomenas-pizza-and-pasta-bronx	pizza	3.5	11	+17188859032
Archie's Tap & Table	archies-tap-and-table-bronx	newamerican	4.5	39	+17188859229
The Snug	the-snug-city-island	pubs	4.5	21	+17188859559
Lickety Split Ice Cream	lickety-split-ice-cream-bronx	icecream	3.5	39	+17188859654
To Go Express	to-go-express-bronx	restaurants	3.5	2	+17188859656
Artie's Steak & Seafood	arties-steak-and-seafood-bronx-2	seafood	3.5	114	+17188859885
Fella's	fellas-bronx	bars	4.5	7	+17188859898
JR Restaurant	jr-restaurant-flushing	chinese	3.0	24	+17188860083
New York Soon Dae	new-york-soon-dae-flushing	korean	3.0	10	+17188860094
Golden Corner Noodles	golden-corner-noodles-flushing	noodles	4.5	39	+17188860123
Subway	subway-flushing-8	sandwiches	3.5	4	+17188860193
Sweet Haus Cafe	sweet-haus-cafe-flushing	salad	4.5	11	+17188860232
Picnic Janchi	picnic-janchi-queens	eventplanning	0.0	0	+17188860404
Teriyaki One	teriyaki-one-queens	japanese	5.0	4	+17188860520
Maxin Bakery	maxin-bakery-flushing-3	bakeries	4.0	33	+17188860666
Kissena Cafe	kissena-cafe-flushing	cafes	4.0	12	+17188860689
Mae Il Jan Chi	mae-il-jan-chi-flushing-2	korean	4.0	12	+17188860800
Big Apple Chinese & Japanese Restaurant	big-apple-chinese-and-japanese-restaurant-flushing	chinese	3.0	71	+17188861118
Open Karaoke	open-karaoke-flushing	karaoke	3.5	3	+17188861301
Han Shin Pocha Restaurant	han-shin-pocha-restaurant-flushing	korean	4.0	21	+17188861328
Rico's Chicken Colombian Restaurant	ricos-chicken-colombian-restaurant-flushing	colombian	3.5	33	+17188861491
88 Canteen	88-canteen-flushing	taiwanese	3.5	70	+17188861555
New Tasty House 18	new-tasty-house-18-flushing-5	cantonese	3.5	13	+17188861608
Wan Hao Xuan	wan-hao-xuan-flushing	cantonese	0.0	0	+17188861899
Boolggot2 Corporation	boolggot2-corporation-flushing		0.0	0	+17188861984
Tony's Asia	tonys-asia-flushing	chinese	3.0	12	+17188862060
Mekong Thai & Vietnamese Restaurant	mekong-thai-and-vietnamese-restaurant-flushing	thai	3.0	278	+17188862070
Pizza Hut	pizza-hut-flushing-2	pizza	2.0	34	+17188862244
Shanghai You Garden	shanghai-you-garden-flushing-2	shanghainese	4.0	161	+17188862286
New Super Snack	new-super-snack-flushing	asianfusion	3.5	8	+17188862294
Mogu Sushi	mogu-sushi-flushing	sushi	4.0	261	+17188862618
Yu Garden Dumpling House	yu-garden-dumpling-house-flushing	shanghainese	4.0	68	+17188862676
Kangtong BBQ	kangtong-bbq-flushing	korean	4.0	12	+17188862737
Lao Jie Food	lao-jie-food-queens	korean	0.0	0	+17188862822
Haandi Restaurant	haandi-restaurant-queens	indpak	4.0	1	+17188862940
Tasty Roast House	tasty-roast-house-flushing	chinese	3.0	59	+17188863118
Bob's Discount Furniture	bobs-discount-furniture-flushing-4	furniture	2.0	64	+17188863127
Red Mountain Noodle House	red-mountain-noodle-house-flushing	chinese	4.0	36	+17188863222
Gahwa Korean Restaurant	gahwa-korean-restaurant-flushing	korean	4.0	79	+17188863223
Hot Pot City	hot-pot-city-flushing	karaoke	3.0	2	+17188863266
Kulu Desserts	kulu-desserts-flushing	desserts	3.5	166	+17188863302
Coco Fresh Tea & Juice	coco-fresh-tea-and-juice-flushing-2	juicebars	3.5	50	+17188863386
Gino's of Whitestone Pizzeria	ginos-of-whitestone-pizzeria-flushing	pizza	3.0	72	+17188863411
Yi Lan Halal Restaurant	yi-lan-halal-restaurant-flushing	chinese	3.0	38	+17188863622
The Buffet	the-buffet-flushing	buffets	3.0	484	+17188863722
Northern Sushi & Sashimi	northern-sushi-and-sashimi-flushing	seafoodmarkets	4.5	36	+17188864123
Golden Palace	golden-palace-flushing	chinese	3.5	66	+17188864383
Domand Deli & Caterers	domand-deli-and-caterers-flushing	catering	3.0	6	+17188864418
Sparkys Deli	sparkys-deli-flushing	delis	2.5	22	+17188864496
Fay Da Bakery	fay-da-bakery-flushing-2	bakeries	3.5	55	+17188864568
Sushi Village	sushi-village-bayside	japanese	3.0	536	+17188864733
D'Aquila Pastry Shop	d-aquila-pastry-shop-bayside	bakeries	3.5	41	+17188864800
Sunrise Diner	sunrise-diner-flushing	diners	3.0	4	+17188864855
Lao Chengdu	lao-chengdu-flushing-5	szechuan	4.0	9	+17188865595
Mr Chan's Restaurant	mr-chans-restaurant-flushing	chinese	3.0	14	+17188865666
Popeyes	popeyes-flushing-2	hotdogs	3.0	35	+17188865836
Xinjiang BBQ Cart	xinjiang-bbq-cart-flushing	bbq	4.5	286	+17188866628
Hanyang Sushi Express	hanyang-sushi-express-flushing-2	japanese	3.0	1	+17188866678
Lake Pavilion	lake-pavilion-flushing-2	dimsum	3.0	258	+17188866693
Daeji Daeji	daeji-daeji-flushing	korean	4.5	37	+17188866797
Yi Mei Bakery Corporation	yi-mei-bakery-corporation-flushing	bakeries	5.0	2	+17188866820
Debasaki	debasaki-flushing	korean	4.0	335	+17188866878
Happy Karaoke	happy-karaoke-flushing	karaoke	4.0	45	+17188866886
Tea Shop & Bakery	tea-shop-and-bakery-fresh-meadows	coffee	3.0	65	+17188866889
Kwang Dong Acupuncture	kwang-dong-acupuncture-flushing	acupuncture	0.0	0	+17188866990
DIY Billards & Lounge	diy-billards-and-lounge-queens	poolhalls	3.5	21	+17188866999
Las Perlas Salvadorian Restaurant	las-perlas-salvadorian-restaurant-flushing	newamerican	4.0	18	+17188867363
Zebra Lounge 2	zebra-lounge-2-flushing	lounges	4.0	203	+17188867366
Fu Tasty Chinese Restaurant Inc	fu-tasty-chinese-restaurant-inc-college-point	asianfusion	0.0	0	+17188867388
Go Hyang Restaurant	go-hyang-restaurant-queens	chinese	0.0	0	+17188867676
Hot Point Pot	hot-point-pot-flushing	chinese	3.5	80	+17188867711
El Vincentino Restaurante Salvadoreno	el-vincentino-restaurante-salvadoreno-flushing	latin	4.5	18	+17188867825
Yummy Szechaun Style	yummy-szechaun-style-flushing	szechuan	3.5	5	+17188867885
Emone Korean Family Restaurant	emone-korean-family-restaurant-flushing-3	korean	3.5	26	+17188868100
Good  Harvest	good-harvest-flushing	chinese	3.0	59	+17188868229
Dong Yi Feng - Good Kitchen Seafood Restaurant	dong-yi-feng-good-kitchen-seafood-restaurant-flushing	dimsum	3.5	220	+17188868233
Kung Fu Tea	kung-fu-tea-flushing-5	coffee	4.0	64	+17188868236
Mapo BBQ	mapo-bbq-flushing-2	korean	3.5	305	+17188868292
DouManJiang  B.B.Q  Restaurant	doumanjiang-b-b-q-restaurant-flushing	korean	3.5	8	+17188868322
Mugi	mugi-flushing	bakeries	3.5	44	+17188868328
La Coral Cafe	la-coral-cafe-flushing	coffee	3.5	15	+17188868393
Taipan Resturant	taipan-resturant-fresh-meadows	restaurants	0.0	0	+17188868424
Gyro & Bowl	gyro-and-bowl-flushing	mediterranean	3.0	14	+17188868425
Mulan	mulan-flushing	chinese	3.0	147	+17188868526
Maxin Bakery	maxin-bakery-flushing	bakeries	3.5	22	+17188868558
Sweets Boutique Bakery & Cafe	sweets-boutique-bakery-and-cafe-flushing	bakeries	4.5	18	+17188868618
Kang Ho Dong Baekjeong	kang-ho-dong-baekjeong-flushing	korean	4.0	614	+17188868645
Yu Sushi Bar	yu-sushi-bar-flushing	japanese	4.0	55	+17188868668
Naked Crab	naked-crab-queens	seafood	4.5	27	+17188868777
Main Street Imperial Taiwanese Gourmet	main-street-imperial-taiwanese-gourmet-flushing	taiwanese	4.0	225	+17188868788
Canaan Restaurant	canaan-restaurant-queens	chinese	4.0	23	+17188868844
Pioneer Cuisine	pioneer-cuisine-flushing	taiwanese	3.5	38	+17188868895
Excellent Thai	excellent-thai-flushing	thai	3.5	34	+17188868972
Canton Gourmet	canton-gourmet-flushing	cantonese	3.5	175	+17188869288
Han Woo Chon	han-woo-chon-flushing	chinese	4.5	5	+17188869292
Tea Shop & Japanese Cuisine	tea-shop-and-japanese-cuisine-flushing	japanese	3.5	86	+17188869880
Danny Boy's	danny-boys-staten-island-2	pubs	2.5	8	+17188871908
Geo Si Gi	geo-si-gi-flushing	korean	4.0	148	+17188880001
Maple Garden	maple-garden-flushing	chinese	2.5	24	+17188880011
Caffebene	caffebene-flushing	gelato	3.0	80	+17188880034
Home Chef NY	home-chef-ny-new-york	chinese	4.0	1	+17188880038
Gayaha	gayaha-queens-2	korean	5.0	2	+17188880079
Ling Jiang CPA PC	ling-jiang-cpa-pc-flushing	accountants	5.0	1	+17188880099
Hansol Nutrition Center	hansol-nutrition-center-flushing-2	korean	4.0	58	+17188880200
Arby's	arbys-fresh-meadows	hotdogs	3.0	52	+17188880444
Blue Tijuana	blue-tijuana-college-point	mexican	4.0	22	+17188880455
Chung Anna M	chung-anna-m-flushing		0.0	0	+17188880550
Hunan Kitchen of Grand Sichuan	hunan-kitchen-of-grand-sichuan-flushing	chinese	4.0	195	+17188880553
Dip Dip Hot Pot	dip-dip-hot-pot-flushing	szechuan	3.5	46	+17188880711
New York Kim-bob Nara	new-york-kim-bob-nara-flushing	gourmet	4.0	15	+17188880787
Szechuan Flavor	szechuan-flavor-queens-2	szechuan	5.0	3	+17188880951
Feng Mao	feng-mao-queens	korean	2.5	11	+17188880997
Myung San	myung-san-flushing-3	korean	4.5	23	+17188881245
A Taste of Shanghai	a-taste-of-shanghai-flushing	shanghainese	3.0	138	+17188881636
Kissena Quality Cleaners	kissena-quality-cleaners-flushing	drycleaninglaundry	3.5	3	+17188881718
YY Lighting and Decor	yy-lighting-and-decor-queens-2	lighting	0.0	0	+17188881778
Pizza Maru	pizza-maru-flushing-5	pizza	3.0	157	+17188881844
Satay	satay-flushing	chinese	3.5	92	+17188881868
QQ Cafe & Bakery	qq-cafe-and-bakery-flushing	taiwanese	3.5	24	+17188881990
Lulu Seafood Restaurant	lulu-seafood-restaurant-college-point	seafood	3.5	44	+17188882268
Kuo Lohsen	kuo-lohsen-flushing		0.0	0	+17188882861
Kimganae	kimganae-flushing-2	korean	4.0	491	+17188883100
Grandma's Dim Sum	grandmas-dim-sum-flushing	dimsum	2.0	153	+17188883326
Biang	biang-flushing-2	chinese	3.5	442	+17188887713
Ga Hwa Restaurant	ga-hwa-restaurant-flushing	korean	3.5	33	+17188887734
Wan Chai Seafood Restaurant	wan-chai-seafood-restaurant-flushing	cantonese	3.5	61	+17188887770
Cheers Cut	cheers-cut-flushing-3	taiwanese	3.5	18	+17188887818
Szechuan Mountain House	szechuan-mountain-house-flushing	szechuan	3.5	64	+17188887893
Good Fortune	good-fortune-flushing-2	dimsum	3.0	60	+17188888998
Home Village	home-village-flushing	restaurants	5.0	1	+17188889051
Chao Fang Restaurant	chao-fang-restaurant-flushing	chinese	4.0	1	+17188889242
Caffebene	caffebene-queens-3	coffee	3.0	179	+17188889250
Sifu Chio	sifu-chio-flushing	cantonese	4.0	172	+17188889295
PappaRich Flushing	papparich-flushing-flushing-2	malaysian	3.5	233	+17188889307
Szechuan Gourmet	szechuan-gourmet-flushing	szechuan	3.5	119	+17188889388
Bangjangsoo Bakery	bangjangsoo-bakery-queens	bakeries	3.5	2	+17188889440
Forest House Deli	forest-house-deli-flushing	delis	3.5	11	+17188889779
Congee Village	congee-village-flushing	chinese	2.0	111	+17188889799
Fairfield Inn New York LaGuardia Airport/Flushing	fairfield-inn-new-york-laguardia-airport-flushing-flushing	hotels	3.5	33	+17188889979
Cafe Euroasia	cafe-euroasia-new-york	desserts	4.5	31	+17188910008
ChopStix Chinese Restaurant & Sushi Bar	chopstix-chinese-restaurant-and-sushi-bar-brooklyn	sushi	3.5	153	+17188910391
Empire Tortillas	empire-tortillas-brooklyn	mexican	3.5	7	+17188910880
Sheepshead Bay Yacht Club	sheepshead-bay-yacht-club-brooklyn	boating	5.0	1	+17188910991
Cold Stone Creamery	cold-stone-creamery-brooklyn-5	icecream	3.0	41	+17188911114
Guest House Restaurant	guest-house-restaurant-brighton-beach	seafood	3.5	8	+17188913111
Tatiana Restaurant	tatiana-restaurant-brooklyn	russian	3.5	191	+17188915151
Jay & Lloyd's Kosher Deli	jay-and-lloyds-kosher-deli-brooklyn	delis	4.0	130	+17188915298
Ocean Style	ocean-style-brooklyn	japanese	4.5	41	+17188915888
Osaka Japanese Restaurant	osaka-japanese-restaurant-brooklyn-2	japanese	3.0	44	+17188916200
New Star	new-star-brooklyn	chinese	4.5	15	+17188916868
Masal Cafe	masal-cafe-brooklyn	coffee	3.5	170	+17188917090
Chinatown Restaurant	chinatown-restaurant-brooklyn	chinese	3.5	19	+17188917762
Li Du Baker	li-du-baker-brooklyn	bakeries	2.0	5	+17188918098
Oriental Chinese Restaurant	oriental-chinese-restaurant-brooklyn	chinese	2.5	4	+17188918563
Omiya Sushi	omiya-sushi-brooklyn-3	japanese	3.5	82	+17188918808
Thai Basil	thai-basil-brooklyn	thai	3.5	77	+17188918889
Subway	subway-brooklyn-13	hotdogs	4.0	1	+17188919188
Victoria Pizzeria	victoria-pizzeria-brooklyn	pizza	4.5	19	+17188919496
Spiro's Restaurant	spiros-restaurant-brooklyn	greek	3.5	31	+17188919843
The Great Wall Restaurant	the-great-wall-restaurant-bronx	chinese	4.5	3	+17188920256
Subway	subway-bronx-14	sandwiches	1.0	5	+17188921071
New Halal Chinese Restaurant Corporation	new-halal-chinese-restaurant-corporation-bronx	chinese	5.0	1	+17188921567
Scaglione Joseph Bakery	scaglione-joseph-bakery-bronx	bakeries	4.5	7	+17188921736
Crown Fried Chicken	crown-fried-chicken-bronx	hotdogs	4.0	1	+17188921767
International Caterers of Distinction	international-caterers-of-distinction-bronx	catering	0.0	0	+17188922989
La Pentola Italian Pizzeria	la-pentola-italian-pizzeria-bronx	pizza	3.5	23	+17188923442
Villa Barone Manor	villa-barone-manor-bronx	venues	3.5	27	+17188923500
900 Park	900-park-bronx-3	italian	3.5	126	+17188923830
Giovanni's Restaurant & Pizzeria	giovannis-restaurant-and-pizzeria-bronx	pizza	4.0	33	+17188924340
Morris Pk Bake Shop	morris-pk-bake-shop-bronx	bakeries	4.5	27	+17188924968
Bronx Grill	bronx-grill-bronx	tradamerican	2.0	40	+17188925200
Lucca	lucca-bronx	italian	4.0	29	+17188928282
Caridad Restaurant	caridad-restaurant-bronx-4	latin	2.5	39	+17188928322
Cross Bronx Pizzeria	cross-bronx-pizzeria-bronx	pizza	4.0	40	+17188928459
Fresco Tortillas	fresco-tortillas-bronx-2	mexican	3.5	8	+17188928681
Pasta-Pasta	pasta-pasta-bronx	italian	3.5	37	+17188929634
1484 Avenue Bakery Corporation	1484-avenue-bakery-corporation-bronx	bakeries	0.0	0	+17188930168
El Despertar	el-despertar-bronx	latin	3.5	4	+17188930324
Chin Ming Chan Chinese Kitchen	chin-ming-chan-chinese-kitchen-bronx	chinese	5.0	1	+17188930353
Great Wall Place	great-wall-place-bronx	chinese	4.0	1	+17188930488
National Bakery #2	national-bakery-2-bronx	bakeries	0.0	0	+17188930660
Edison Restaurant	edison-restaurant-bronx	latin	3.5	3	+17188931339
Domino's Pizza	dominos-pizza-bronx-24	chicken_wings	1.5	13	+17188931777
Fu Xing Chinese Resturant	fu-xing-chinese-resturant-bronx	chinese	4.0	4	+17188933200
Mr Wedge	mr-wedge-bronx	newamerican	5.0	1	+17188934466
White Castle	white-castle-bronx-5	hotdogs	3.5	17	+17188934494
Food La Morena Restaurant	food-la-morena-restaurant-bronx	restaurants	0.0	0	+17188936079
China House	china-house-bronx-2	chinese	0.0	0	+17188936187
Laisla Bakery	laisla-bakery-bronx	bakeries	0.0	0	+17188937591
El Carboncito Restaurant	el-carboncito-restaurant-bronx	restaurants	3.0	1	+17188938211
China Garden	china-garden-bronx	chinese	0.0	0	+17188939323
G & L Deli Pizza	g-and-l-deli-pizza-bronx	pizza	0.0	0	+17188939354
McDonald's	mcdonalds-bronx-33	hotdogs	1.0	9	+17188939455
Paradise	paradise-ridgewood-2	bars	3.5	10	+17188940234
Arby's	arbys-flushing	hotdogs	3.5	34	+17188940485
Pat's Sports Bar	pats-sports-bar-middle-village	sportsbars	5.0	6	+17188940907
Super Bowl	super-bowl-maspeth	chinese	3.5	10	+17188941234
Moon Palace Kitchen	moon-palace-kitchen-maspeth-2	chinese	4.0	13	+17188942392
Dolci Bake Shop	dolci-bake-shop-middle-village	bakeries	5.0	18	+17188943192
Buongiorno Bagel Cafe	buongiorno-bagel-cafe-queens	coffee	5.0	1	+17188943356
Clinton Diner & Bar	clinton-diner-and-bar-maspeth	diners	3.5	23	+17188943475
Joe's Pizzeria	joes-pizzeria-maspeth-127	pizza	3.5	23	+17188943661
Leone's Pizzeria	leones-pizzeria-glendale	pizza	3.0	33	+17188944132
Osteria Italiana	osteria-italiana-maspeth	italian	3.5	49	+17188944391
Yer Man's Irish Pub	yer-mans-irish-pub-glendale	irish_pubs	3.5	56	+17188944442
Rosa's Pizza	rosas-pizza-middle-village	pizza	3.5	52	+17188944707
Woodhaven House	woodhaven-house-rego-park-2	pubs	3.5	98	+17188945400
Maspeth Diner	maspeth-diner-maspeth-16	diners	2.5	43	+17188946923
Carlo's Pizza	carlos-pizza-middle-village	pizza	4.5	102	+17188947915
London Lennie's	london-lennies-rego-park	seafood	3.5	399	+17188948084
Villa Erasmo	villa-erasmo-middle-village-2	italian	4.0	17	+17188948191
Toyo Japanese Cuisine	toyo-japanese-cuisine-queens	japanese	3.5	62	+17188948880
New 888 Kitchen	new-888-kitchen-maspeth	chinese	2.0	12	+17188948889
California Pizza Kitchen	california-pizza-kitchen-glendale-4	pizza	3.0	167	+17188949400
Sakura 7	sakura-7-maspeth	japanese	4.0	74	+17188949888
Domino's Pizza	dominos-pizza-rego-park	pizza	2.0	33	+17188961717
Forest Hills Bagels	forest-hills-bagels-forest-hills-106	bagels	3.5	109	+17188962221
Sushi 33	sushi-33-rego-park	sushi	3.5	86	+17188963033
Taco Place	taco-place-rego-park	tex-mex	3.5	5	+17188963468
Mado Japanese Restaurant	mado-japanese-restaurant-rego-park	japanese	3.5	64	+17188964000
Fortuna Grill	fortuna-grill-forest-hills	kosher	4.5	8	+17188966661
Pizza & Pasta City	pizza-and-pasta-city-flushing	pizza	3.5	10	+17188966667
King David Kosher Restaurant	king-david-kosher-restaurant-forest-hills	newamerican	3.5	12	+17188967686
Taco King	taco-king-forest-hills	mexican	4.0	97	+17188968100
Sushi Age	sushi-age-rego-park	sushi	3.0	13	+17188968811
Pizza Hut	pizza-hut-rego-park	pizza	2.0	32	+17188969800
Room 55	room-55-glendale	newamerican	4.5	133	+17188970055
Sake Sushi	sake-sushi-flushing	japanese	3.5	215	+17188970429
Tandoori Food & Bakery	tandoori-food-and-bakery-rego-park	bakeries	4.0	47	+17188971071
2 Guys Burger & Sandwich Bar	2-guys-burger-and-sandwich-bar-rego-park	burgers	5.0	9	+17188971575
Ben's Best	bens-best-rego-park-2	delis	4.0	289	+17188971700
Subway	subway-rego-park	hotdogs	2.5	9	+17188971727
Grill 108	grill-108-queens	kosher	4.0	2	+17188972222
Tasty & Co	tasty-and-co-rego-park	bakeries	3.5	53	+17188972288
Rego Pita	rego-pita-rego-park	sandwiches	4.0	39	+17188972746
Thai Pot	thai-pot-forest-hills	thai	3.0	136	+17188973898
Panera Bread	panera-bread-glendale-3	sandwiches	3.5	91	+17188974680
New Lian Fu Ying Chinese Restaurant	new-lian-fu-ying-chinese-restaurant-rego-park	chinese	2.5	16	+17188975038
Diner Bar	diner-bar-rego-park	diners	3.5	49	+17188976000
Fan Shun	fan-shun-forest-hills	chinese	3.0	27	+17188977438
Mr. Tong's	mr-tongs-rego-park	chinese	3.5	65	+17188978202
Cheburechnaya	cheburechnaya-rego-park	kosher	4.0	173	+17188979080
Chifa Restaurant	chifa-restaurant-jackson-heights	chinese	3.5	56	+17188980108
Armondo's Italian Restaurant	armondos-italian-restaurant-jackson-heights-2	italian	4.0	21	+17188980113
Las Tipicas	las-tipicas-jackson-heights	colombian	5.0	2	+17188980212
Pan's Great Wall Chinese Restaurant	pans-great-wall-chinese-restaurant-woodside	chinese	2.0	3	+17188980815
Tokusan	tokusan-maspeth	japanese	4.5	53	+17188980999
Coffee Stop - La Parada Obligada	coffee-stop-la-parada-obligada-queens-2	venezuelan	4.5	4	+17188981016
Juanita National Coffee Shop	juanita-national-coffee-shop-corona	restaurants	0.0	0	+17188981091
Andy Chen	andy-chen-elmhurst		0.0	0	+17188981128
World's Fair Marina Restaurant & Banquet	worlds-fair-marina-restaurant-and-banquet-flushing	venues	3.5	28	+17188981200
C Bao Asian Buns and Bubble Tea	c-bao-asian-buns-and-bubble-tea-maspeth-2	bubbletea	3.5	22	+17188981638
Happy World Chinese Takeout	happy-world-chinese-takeout-corona	chinese	0.0	0	+17188981711
Krystal's Cafe & Pastry Shop	krystals-cafe-and-pastry-shop-woodside	bakeries	3.5	268	+17188981900
Kennedy Chicken Pizza & Kabab	kennedy-chicken-pizza-and-kabab-queens	pizza	3.0	16	+17188982700
Saw Shack	saw-shack-jackson-heights	chinese	4.0	101	+17188982768
Los Arrieros Restaurant	los-arrieros-restaurant-jackson-heights	colombian	4.0	25	+17188983359
Woodside Kitchen	woodside-kitchen-elmhurst	chinese	2.5	13	+17188983570
Domino's Pizza	dominos-pizza-woodside	chicken_wings	1.5	15	+17188983890
Seba Seba Bakery/Restaurant	seba-seba-bakery-restaurant-corona	latin	3.5	22	+17188984088
Charo Latin Restaurant	charo-latin-restaurant-corona	restaurants	0.0	0	+17188984746
Mustang Thakali Kitchen	mustang-thakali-kitchen-jackson-heights-3	himalayan	4.0	124	+17188985088
Asian Chao	asian-chao-east-elmhurst	chinese	2.5	13	+17188986665
J J Chan's Garden	j-j-chans-garden-east-elmhurst	chinese	3.5	84	+17188986686
Wakamatsu	wakamatsu-maspeth	japanese	3.5	57	+17188986800
Boon Chu Thai Place	boon-chu-thai-place-elmhurst	thai	4.0	173	+17188986836
Yummy Yummy Chinese Restaurant	yummy-yummy-chinese-restaurant-maspeth	chinese	4.0	23	+17188987128
Ilda's Place II	ildas-place-ii-elmhurst		1.0	1	+17188987207
McDonald's	mcdonalds-east-elmhurst	burgers	2.0	28	+17188987437
La Cabana	la-cabana-corona-3	dominican	4.5	115	+17188987593
Woks Chinese Cuisine	woks-chinese-cuisine-jackson-heights	chinese	3.5	11	+17188987861
Engeline's Restaurant	engelines-restaurant-woodside	filipino	3.5	109	+17188987878
Nusara Thai Kitchen	nusara-thai-kitchen-elmhurst	thai	4.0	181	+17188987996
Taste Good Malaysian Cuisine	taste-good-malaysian-cuisine-elmhurst	malaysian	4.0	493	+17188988001
Yi Mei Bakery	yi-mei-bakery-elmhurst-2	bakeries	2.5	27	+17188988005
China Delight	china-delight-corona	chinese	2.0	2	+17188988855
Sarku Japan Express	sarku-japan-express-new-york	japanese	3.5	10	+17188988898
69 Pizzeria	69-pizzeria-woodside	pizza	3.5	13	+17188988899
Taste of China	taste-of-china-maspeth	chinese	4.0	30	+17188989500
Lucky Chinese Food	lucky-chinese-food-corona	chinese	1.0	1	+17188989885
Alberta Restaurant Mexican Cuisine	alberta-restaurant-mexican-cuisine-corona	mexican	5.0	4	+17188990330
Kung Fu Tea	kung-fu-tea-elmhurst	coffee	3.5	104	+17188991189
Molcajete Mexican Restaurant	molcajete-mexican-restaurant-jackson-heights	mexican	4.0	6	+17188991200
Sveta's House	svetas-house-rego-park	russian	4.5	18	+17188991405
Aubergine Cafe	aubergine-cafe-woodside-3	coffee	4.0	257	+17188991735
Sean Og Tavern	sean-og-tavern-woodside	pubs	3.5	97	+17188993499
Catinella's Pizza Corner	catinellas-pizza-corner-jackson-heights	pizza	4.5	4	+17188994103
Jamaica Breeze	jamaica-breeze-east-elmhurst	caribbean	2.5	7	+17188994743
Steves Pizza Place	steves-pizza-place-middle-village	pizza	4.0	21	+17188994751
Wendy's	wendys-flushing-4	hotdogs	2.5	25	+17188995300
